 DealerCd | DealerNm | OperationDt | Region | SalesDistrict | ServiceDistrict | PartsDistrict | PrincipalNm | BillingAddress1 | BillingAddress2 | BillingCity | BillingState | BillingZipCd | Address1 | Address2 | City | State | ZipCd | Phone | Fax | ADI | GeneralManager | UpdatedDt | CreateDt | DealerUrl | DealerEmail | IsCarCareExpress | IsPresidentAward | Latitude | Longitude | Tier3Vendor | ScheduleConsumerUrlNonSSO | IsGenesisBrand | IsExclusiveGenesisBrand | OtherDealerCd | ScheduleServiceVendorId | DealerRating | DealerReviewCount | DealerSurecriticUrl | Computed_ScheduleConsumerUrl | ShopperAssuranceFlag | ShopperAssuranceOnDate | IsAutoHookTD | DealerInventoryURL | RedCapUrl | IsClickToBuy | IsHomeNet | IsDWCP | ServiceCenterPhone | CalltrackingShowroomPhone | CalltrackingServiceCenterPhone | DealerServiceUrl | DealerTestDriveUrl | DealerReviewUrl | ProviderName | IsRoadsterDealerFlag | RoadsterDpid | DRSVendorName | IsRoadsterPricelock | RoadsterPriceUnlockMode | IsIoniqCertified | IsEVGMACertified | CalltrackingShowroomPhoneMobile | CalltrackingServiceCenterPhoneMobile 
MD032|ANTWERPEN HYUNDAI COLUMBIA|2001-09-20 00:00:00|MA1|MA|MA1|MA1|JACOB ANTWERPEN|12440 AUTO DRIVE||CLARKSVILLE|MD|21029|12440 AUTO DRIVE||CLARKSVILLE|MD|21029|443-367-4100|443-367-4125|21|JACOB ANTWERPEN|2018-02-20 14:39:41|2016-08-09 17:47:52.247000000|www.antwerpenhyundaiclarksville.com|fmcarthur@antwerpenauto.com|1|0|39.210544586181641|-76.944198608398438|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmamd032|0|0|MD709     |1|4.6498572999999999|2597|https://www.surecritic.com/reviews/antwerpen-hyundai-clarksville|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MD032&VARIANT=HYUNDAI|True|2020-09-10||www.antwerpenhyundaiclarksville.com/search/new-hyundai/?tp=new||1|1|1||443-393-3388|443-393-3699|www.antwerpenhyundaiclarksville.com/service-department/|www.antwerpenhyundaiclarksville.com/schedule-new-vehicle-test-drive/|www.antwerpenhyundaiclarksville.com/testimonials/|Dealer eProcess|1|antwerpenhyundaiclarksville|RST|Y|lock|1|0|443-342-9047|443-674-0237
MD034|FITZGERALD HYUNDAI|2003-02-05 00:00:00|MA2|MA|MA2|MA2|DOROTHY M FITZGERALD|11411 ROCKVILLE PIKE||ROCKVILLE|MD|20852|11411 ROCKVILLE PIKE||ROCKVILLE|MD|20852|301-424-4800|301-881-5745|9|GM CANDIDATE (02/24) JUSTIN HARBOLD|2016-04-19 13:44:46|2016-08-09 17:47:52.247000000|www.fitzwayhyundai.com|idd@fitzmall.com|1|0|39.043834686279297|-77.110771179199219|COBALT|https://consumer.xtime.com/scheduling/?webKey=xtm202006010933xx1|0|0|MD703     |1|4.7491715000000001|5873|https://www.surecritic.com/reviews/fitzgerald-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MD034&VARIANT=HYUNDAI|True|2020-01-02||www.fitzwayhyundai.com/new-inventory/index.htm||1|1|1||240-762-4445|240-762-4440|www.fitzwayhyundai.com/schedule-service.htm|www.fitzwayhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/fitzgerald-hyundai|Dealer.com|||DDC|N|nolock|1|0|240-823-4148|240-873-2799
MD035|PRESTON HYUNDAI|2003-09-05 00:00:00|MA1|MA|MA1|MA1|DAVID H WILSON|PO BOX 399||PRESTON|MD|21655|4327 PRESTON ROAD||HURLOCK|MD|21643|410-673-7171|410-673-7172|616|DAVID WILSON, JR|2018-03-26 10:23:59|2016-08-09 17:47:52.247000000|www.prestonhyundaiusa.com|rmccormick@prestonmotor.com; hdarling@prestonmotor.com|1|0|38.695449829101563|-75.890701293945313|DEALER.COM|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=MD035&externalsource=email&theme=hyundai|1|0||2|4.7400212000000002|1659|https://www.surecritic.com/reviews/preston-hyundai|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=MD035&externalsource=email&theme=hyundai|True|2020-01-02||www.prestonhyundaiusa.com/searchnew.aspx||1|1|1||443-434-8980|443-434-8981|www.prestonhyundaiusa.com/serviceappmt.aspx|www.prestonhyundaiusa.com/testdrive.aspx||DealerOn|1|prestonhyundaiusa|RST|N|nolock|1|0|443-331-9578|443-267-9530
MD036|THOMAS HYUNDAI|2003-05-29 00:00:00|MA1|MA|MA1|MA1|MARK W. THOMAS|PO BOX 3411||LAVALE|MD|21504|10325 MT SAVAGE ROAD||CUMBERLAND|MD|21502|301-724-6310|301-724-7613|9|CHRISTOPHER CARPENTER|2014-12-16 09:36:37|2016-08-09 17:47:52.247000000|www.thomascumberlandhyundai.com|leads@thomassubaru.motosnap.com|1|0|39.679000854492188|-78.790382385253906|COBALT|https://thomascumberlandhyundai.myvehiclesite.com/appt/|0|0||3|4.6969516999999996|855|https://www.surecritic.com/reviews/thomas-hyundai|https://thomascumberlandhyundai.myvehiclesite.com/appt/|True|2020-04-19||www.thomascumberlandhyundai.com/new-inventory/index.htm||0|1|1||240-803-4111|240-803-4109|www.thomascumberlandhyundai.com/schedule-service.htm|www.thomascumberlandhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/thomas-hyundai|Dealer.com|1|thomashyundai|RST|N|nolock|1|0|240-802-7768|240-292-0206
MD038|OURISMAN HYUNDAI|2005-09-19 00:00:00|MA2|MA|MA2|MA2|JOHN OURISMAN|3516 LAUREL FORT MEADE RD||LAUREL|MD|20724|3516 LAUREL FORT MEADE RD||LAUREL|MD|20724|301-725-4400|301-725-9599|9|WILLIAM DEYHLE|2017-12-21 10:08:03|2016-08-09 17:47:52.247000000|www.ourismanhyundai.com|bstark@ourisman.co|1|0|39.101779937744141|-76.823890686035156|COBALT|https://consumer.xtime.com/scheduling/?webKey=xtm20230314159xx1|0|0||1|4.5256793000000002|1938|https://www.surecritic.com/reviews/ourisman-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MD038&VARIANT=HYUNDAI|True|2020-09-11||www.ourismanhyundai.com/new-inventory/index.htm||1|1|1||443-569-4737|443-569-4735|www.ourismanhyundai.com/schedule-service.htm|www.ourismanhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/ourisman-hyundai|Dealer.com|||DDC|||1|0|443-406-2336|443-355-4539
MD040|ANNAPOLIS HYUNDAI||MA1|MA|MA1|MA1|FRANK FERROGINE|935 WEST STREET||ANNAPOLIS|MD|21401|935 WEST STREET||ANNAPOLIS|MD|21401|410-295-1234|410-295-1231|21|FRANK FERROGINE|2017-08-17 09:40:43|2016-08-09 17:47:52.247000000|www.annapolishyundai.com|ah-sm@annapolishyundai.com|1|0|38.976604461669922|-76.509506225585937|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmamd040|0|0|MD710     |1|4.8332826999999998|1855|https://www.surecritic.com/reviews/annapolis-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MD040&VARIANT=HYUNDAI|True|2020-01-02||www.annapolishyundai.com/new-inventory/index.htm||1|1|1||443-569-0838|443-569-0980|www.annapolishyundai.com/schedule-service.htm|www.annapolishyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/annapolis-hyundai|Dealer.com|||DDC|||1|0|443-732-3032|443-706-8516
MD041|SHEEHY HYUNDAI OF WALDORF||MA2|MA|MA2|MA2|VINCE SHEEHY IV|2910 CRAIN HWY||WALDORF|MD|20601|2910 CRAIN HWY||WALDORF|MD|20601|301-645-0800|301-843-0447|9|GM DIR APPT IN PROC VINCE SHEEHY V|2015-06-02 11:20:15|2016-08-09 17:47:52.247000000|www.sheehyhyundaiwaldorf.com|sheehyhyundai@eleadtrack.net|1|0|38.630840301513672|-76.90447998046875|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmamd041|0|0||1|4.5705762999999999|5779|https://www.surecritic.com/reviews/sheehy-hyundai-of-waldorf|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MD041&VARIANT=HYUNDAI|True|2020-01-02||www.sheehyhyundaiwaldorf.com/search/new-hyundai/?tp=new||0|1|1||240-448-0550|240-448-0551|www.sheehyhyundaiwaldorf.com/service-department/|www.sheehyhyundaiwaldorf.com/schedule-new-vehicle-test-drive/|www.sheehyhyundaiwaldorf.com/testimonials/|Dealer eProcess|1|sheehyhyundaiwaldorf|RST|Y|msrplock|1|0|240-492-7550|240-949-7797
MD042|HERITAGE HYUNDAI TOWSON||MA1|MA|MA1|MA1|STEVEN B FADER|801 YORK ROAD||TOWSON|MD|21204|801 YORK ROAD||TOWSON|MD|21204|410-494-2500|410-832-1337|21|GM TBD|2015-06-13 09:53:37|2016-08-09 17:47:52.247000000|www.heritagehyundaibaltimore.com|aedwards@mileone.com|1|0|39.406597137451172|-76.60577392578125|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmamd042|0|0||1|4.6152845999999998|3913|https://www.surecritic.com/reviews/heritage-hyundai-towson|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MD042&VARIANT=HYUNDAI|True|2020-08-30||www.heritagehyundaibaltimore.com/new-inventory/index.htm||0|1|1||410-525-9698|410-525-9688|www.heritagehyundaibaltimore.com/schedule-service.htm|www.heritagehyundaibaltimore.com/hyundai-test-drive.htm|surecritic.com/reviews/heritage-hyundai-towson|Dealer.com|||DDC|||1|0|667-401-5749|667-401-8869
MD043|OURISMAN HYUNDAI OF BOWIE||MA2|MA|MA2|MA2|ROBERT OURISMAN|2404 CRAIN HIGHWAY||BOWIE|MD|20716|2404 CRAIN HIGHWAY||BOWIE|MD|20716|301-390-0880|301-249-0614|9|JOSEPH HASLUP|2017-03-07 13:39:54|2016-08-09 17:47:52.247000000|www.hyundaicarsofbowie.com||1|0|38.922740936279297|-76.717918395996094|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmamd043|1|0|MD701     |1|4.5398353|3345|https://www.surecritic.com/reviews/ourisman-hyundai-of-bowie|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MD043&VARIANT=HYUNDAI|False|||www.hyundaicarsofbowie.com/new-inventory/index.htm||1|1|1||301-851-6388|301-851-6385|www.hyundaicarsofbowie.com/schedule-service.html|www.hyundaicarsofbowie.com/hyundai-test-drive.htm|surecritic.com/reviews/ourisman-hyundai-of-bowie|Dealer.com|||DDC|||1|0|301-205-5232|301-859-7420
MD044|COLLEGE PARK HYUNDAI||MA2|MA|MA2|MA2|PETER A LEBISH|9500 BALTIMORE AVE||COLLEGE PARK|MD|20740|9500 BALTIMORE AVE||COLLEGE PARK|MD|20740|240-927-4100|301-441-8743|9|GM CANDIDATE (07/24) MANDULLAH "HAMID MU|2024-08-20 02:30:27.150000000|2024-02-14 02:15:01.033000000|www.collegeparkhyundai.com||0|0|39.009918212890625|-76.9296875|DEALER.COM|https://consumer.xtime.com/scheduling/?webKey=xtm20240131954xx1|0|0||1||0|https://www.surecritic.com/reviews/college-park-hyundai-6|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MD044&VARIANT=HYUNDAI|False||0|www.collegeparkhyundai.com/new-vehicles/||0|1|1||||www.collegeparkhyundai.comservice/|www.collegeparkhyundai.comhyundai-test-drive/||Dealer Inspire|1|collegeparkhyundai|RST|Y|lock|1|0||
ME002|QUIRK HYUNDAI OF BANGOR|1989-01-12 00:00:00|EA1|EA|EA1|EA1|JOHN J. QUIRK|PO BX 1386||BANGOR|ME|04402|162 HASKELL ROAD||BANGOR|ME|04401|207-947-0097|207-941-0809|154|JAMES QUIRK|2017-05-18 08:02:30|2016-08-09 17:47:52.247000000|www.quirkhyundaiofbangor.com|info@quirkauto.com|0|0|44.833221435546875|-68.738433837890625|COBALT||0|0||1|4.8148021999999999|1872|https://www.surecritic.com/reviews/quirk-hyundai-of-bangor||True|2020-08-12||www.quirkhyundaiofbangor.com/new-vehicles/||0|1|1||207-300-2390|207-300-2395|www.quirkhyundaiofbangor.comservice/|www.quirkhyundaiofbangor.comhyundai-test-drive/||Dealer Inspire|1|quirkhyundaiofbangor|RST|N|nolock|1|0|207-405-0298|207-707-3739
ME004|ROWE HYUNDAI|1992-03-18 00:00:00|EA1|EA|EA1|EA1|WALLACE E CAMP, JR|P.O. BOX 500||AUBURN|ME|04210|699 CENTER STREET||AUBURN|ME|04210|207-784-2321|207-784-0976|78|TAYLOR SMITH-PETERSON|2017-08-05 08:37:37|2016-08-09 17:47:52.247000000|www.rowehyundaiauburn.com|leads@roweauburn.motosnap.com|0|0|44.127090454101563|-70.22393798828125|COBALT|https://consumer.xtime.com/scheduling/?webKey=xtm20210804827xx1|0|0||1|4.6647312999999997|1047|https://www.surecritic.com/reviews/rowe-auburn-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=ME004&VARIANT=HYUNDAI|True|2020-01-02||www.rowehyundaiauburn.com/new-inventory/index.htm||1|1|1||207-705-0590|207-705-0551|www.rowehyundaiauburn.com/schedule-service.htm|www.rowehyundaiauburn.com/hyundai-test-drive.htm|surecritic.com/reviews/rowe-auburn-hyundai|Dealer.com|||RST|||1|0|207-503-2636|207-223-6461
ME005|ROWE HYUNDAI WESTBROOK|1993-12-03 00:00:00|EA1|EA|EA1|EA1|WALLACE E CAMP, JR|P.O. BOX 109||WESTBROOK|ME|04098|91 MAIN STREET||WESTBROOK|ME|04092|207-854-2555|207-856-2253|78|HAROLD BRIGHAM|2016-05-08 16:35:34|2016-08-09 17:47:52.247000000|www.rowehyundai.com|leads@rowewestbrook.motosnap.com|1|0|43.679367065429688|-70.3323974609375|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmame005|0|0||1|4.7158537000000003|1516|https://www.surecritic.com/reviews/rowe-hyundai-westbrook|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=ME005&VARIANT=HYUNDAI|True|2020-01-02||www.rowehyundai.com/new-inventory/index.htm||1|1|1||207-857-7105|207-857-7106|www.rowehyundai.com/schedule-service.htm|www.rowehyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/rowe-hyundai-westbrook|Dealer.com|||RST|||1|0|207-306-2406|207-483-5935
ME008|BILL DODGE HYUNDAI|2006-01-08 00:00:00|EA1|EA|EA1|EA1|WINFRED S. DODGE|PO BOX 9567||WESTBROOK|ME|04098|118 PLEASANT STREET||BRUNSWICK|ME|04011|207-721-8300|207-721-8310|78|JOHN MALLIA|2017-11-10 13:06:35|2016-08-09 17:47:52.247000000|www.billdodgehyundai.com|david.soucier@bdag.com|1|0|43.913066864013672|-69.981857299804688|COBALT|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=ME008&externalsource=email&theme=hyundai|1|0||2|4.7307255000000001|1254|https://www.surecritic.com/reviews/bill-dodge-hyundai|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=ME008&externalsource=email&theme=hyundai|True|2020-01-02||www.billdodgehyundai.com/VehicleSearchResults?search=new||0|1|1||207-709-0101|207-709-0012|www.billdodgehyundai.com/ServiceApptForm|www.billdodgehyundai.com/Schedule-Test-Drive.html|surecritic.com/reviews/bill-dodge-hyundai|Ansira|||DDC|||1|0|207-640-2354|207-865-8454
ME009|DARLINGS HYUNDAI AUGUSTA|2007-04-17 00:00:00|EA1|EA|EA1|EA1|JOHN B. DARLING|217 OLD WINTHROP ROAD||AUGUSTA|ME|04330|217 OLD WINTHROP ROAD||AUGUSTA|ME|04330|207-623-3846|207-622-0691|78|LANCE QUINN|2016-04-09 05:39:54|2016-08-09 17:47:52.247000000|www.darlingshyundai.com|sales@darlings.com|0|0|44.319740295410156|-69.818496704101563|COBALT||0|0||4|4.6807087000000003|1647|https://www.surecritic.com/reviews/darlings-hyundai-augusta||True|2024-02-12||www.darlingshyundai.com/new-inventory/index.htm||1|1|1||207-707-9080|207-707-9070|www.darlingshyundai.com/schedule-service.htm|www.darlingshyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/darlings-hyundai-augusta|Dealer.com|||DDC|||1|0|207-387-8415|207-481-4351
ME010|HYUNDAI OF SACO||EA1|EA|EA1|EA1|DAVID R BEYLOUNI|193 LOWELL ROAD||HUDSON|NH|03051|830 PORTLAND ROAD||SACO|ME|04072|207-815-3377|207-815-4499|78|DAVID BEYLOUNI|2024-08-20 02:30:27.150000000|2024-08-04 02:15:00.927000000|www.hyundaiofsaco.com||0|0|43.535453796386719|-70.423927307128906|DEALER.COM||0|0||4||0|https://www.surecritic.com/reviews/hyundai-of-saco||False||0|www.hyundaiofsaco.com/new-inventory/index.htm||0|1|1|||||www.hyundaiofsaco.com/hyundai-test-drive.htm||Dealer.com|||DDC|||0|0||
MI007|GLASSMAN HYUNDAI|1990-09-24 00:00:00|CE6|CE|CE6|CE6|GEORGE H GLASSMAN|28000 TELEGRAPH RD.||SOUTHFIELD|MI|48034|28000 TELEGRAPH RD.||SOUTHFIELD|MI|48034|248-354-3300|248-356-0075|7|GM DIR APPT IN PROC MIKE PARZIALE|2016-12-30 08:22:47|2016-08-09 17:47:52.247000000|www.glassmanhyundai.com|tomk@glassmanautogroup.com; 7346370339@vtech.com|0|0|42.493679046630859|-83.283462524414063|COBALT|https://consumer.xtime.com/scheduling/?webKey=xtm202007010814xx1|1|0|MI702     |1|4.7044777|2160|https://www.surecritic.com/reviews/glassman-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MI007&VARIANT=HYUNDAI|False|||www.glassmanhyundai.com/search/new-hyundai/?tp=new||1|1|1||248-621-9696|248-621-9687|www.glassmanhyundai.com/service-department/|www.glassmanhyundai.com/schedule-new-vehicle-test-drive/|www.glassmanhyundai.com/testimonials/|Dealer eProcess|||DDC|||1|0|248-230-2920|248-775-7907
MI023|MAPLE HILL HYUNDAI|1995-07-31 00:00:00|CE8|CE|CE8|CE8|JAMES K VANDENBERG|5622 W. MAIN||KALAMAZOO|MI|49009|5622 W. MAIN||KALAMAZOO|MI|49009|269-342-6600|269-342-7470|40|JAMES VANDENBERG|2014-08-12 18:38:04|2016-08-09 17:47:52.247000000|www.maplehillhyundai.com|jvandenberg@maplehillauto.com|0|0|42.297267913818359|-85.658416748046875|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmami023|0|0|MI706     |1|4.7853294000000002|1394|https://www.surecritic.com/reviews/maple-hill-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MI023&VARIANT=HYUNDAI|True|2020-01-02||www.maplehillhyundai.com/new-inventory/index.htm||1|1|1||269-443-8989|269-443-8875|www.maplehillhyundai.com/schedule-service.htm|www.maplehillhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/maple-hill-hyundai|Dealer.com|||DDC|N|nolock|1|0|269-399-4764|269-364-6129
MI027|LAFONTAINE HYUNDAI DEARBORN|1999-02-07 00:00:00|CE6|CE|CE6|CE6|RYAN P LAFONTAINE|2027 S. TELEGRAPH ROAD||DEARBORN|MI|48124|3031 S TELEGRAPH RD||DEARBORN|MI|48124|313-676-4190|313-561-5707|7|RYAN LAFONTAINE
|2016-11-07 09:06:03|2016-08-09 17:47:52.247000000|www.detroithyundai.com|dfoster@lafontaine.com|0|0|42.289493560791016|-83.270500183105469|DEALER.COM|https://consumer.xtime.com/scheduling/?webKey=hmami027|1|0|MI707     |1|4.6138756000000001|1219|https://www.surecritic.com/reviews/lafontaine-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MI027&VARIANT=HYUNDAI|True|2020-01-02||www.detroithyundai.com/searchnew.aspx||1|1|1||313-880-1110|313-880-1115|www.detroithyundai.com/schedule-service|www.detroithyundai.com/testdrive.aspx|surecritic.com/reviews/lafontaine-hyundai|DealerOn|||DDC|||1|0|313-356-3246|313-513-2419
MI031|FOX HYUNDAI|2001-01-22 00:00:00|CE8|CE|CE8|CE8|DANIEL G DEVOS|4141 28TH STREET SE||GRAND RAPIDS|MI|49512|4141 28TH STREET SE||GRAND RAPIDS|MI|49512|616-942-5000|616-942-9855|40|JARROD HERBIG|2017-09-15 09:24:30|2016-08-09 17:47:52.247000000|www.foxhyundai.com|gvollman@foxmotors.com|1|0|42.913612365722656|-85.565231323242188|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmami031|0|0||1|4.5660154000000004|1910|https://www.surecritic.com/reviews/fox-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MI031&VARIANT=HYUNDAI|True|2020-01-02||www.foxhyundai.com/new-inventory/index.htm||1|1|1||616-483-1616|616-483-1630|www.foxhyundaiusa.com/schedule-service.htm|www.foxhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/fox-hyundai|Dealer.com|||DDC|||1|0|616-207-1553|616-213-0289
MI033|GARBER HYUNDAI|2001-05-18 00:00:00|CE6|CE|CE6|CE6|RICHARD J. GARBER|5450 BAY ROAD||SAGINAW|MI|48604|5450 BAY ROAD||SAGINAW|MI|48604|989-790-0120|989-792-3379|219|IOANNIS MARGARITIS|2015-08-13 11:11:05|2016-08-09 17:47:52.247000000|www.garberhyundai.com|leads@garberbayroad.motosnap.com|0|0|43.486705780029297|-83.973846435546875|COBALT|https://consumer.xtime.com/scheduling/?webKey=xtm20230316915xx1|0|0||1|4.7842837999999999|650|https://www.surecritic.com/reviews/garber-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MI033&VARIANT=HYUNDAI|True|2020-01-02||www.garberhyundai.com/new-inventory/index.htm||0|1|1||989-607-4498|989-607-4969|www.garberhyundai.com/service/|www.garberhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/garber-hyundai|Dealer.com|1|garberhyundai|RST|N|nolock|1|0|989-403-0427|989-418-4685
MI039|RANDY WISE HYUNDAI|2003-03-09 00:00:00|CE6|CE|CE6|CE6|RANDOLPH J. WISE|4350 LENNON ROAD||FLINT|MI|48507|4350 LENNON ROAD||FLINT|MI|48507|810-230-2500|810-230-8310|219|RANDOLPH WISE|2016-10-19 06:28:20|2016-08-09 17:47:52.247000000|www.randywisehyundai.com|cstevens@randywiseautomall.com|0|0|42.988174438476562|-83.765998840332031|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmami039|0|0||1|4.5034736999999998|688|https://www.surecritic.com/reviews/randy-wise-hyundai|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MI039&VARIANT=HYUNDAI|True|2020-09-20||www.randywisehyundai.com/searchnew.aspx||1|1|1||810-471-3305|810-471-3307|www.randywisehyundai.com/service.aspx|www.randywisehyundai.com/testdrive.aspx||DealerOn|||DDC|||1|0|810-818-1391|810-888-7607
MI043|FERNELIUS HYUNDAI|2006-05-05 00:00:00|CE8|CE|CE8|CE8|DAVID M FERNELIUS|2988 ASHMUN STREET||SAULT SAINTE MARIE|MI|49783|2988 ASHMUN STREET||SAULT SAINTE MARIE|MI|49783|906-632-3300|906-632-3407|138|DAVID FERNELIUS|2018-03-08 13:43:53|2016-08-09 17:47:52.247000000|www.ferneliushyundai.com|newell.fernelius@yahoo.com|1|0|46.463436126708984|-84.355293273925781|COBALT||0|0||4|4.7624893000000004|512|https://www.surecritic.com/reviews/fernelius-hyundai||False|||www.ferneliushyundai.com/new-inventory/index.htm||1|1|1||906-748-8181|906-748-8180|www.ferneliushyundai.com/schedule-service.htm|www.ferneliushyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/fernelius-hyundai|Dealer.com|||DDC|||0|0|906-680-5813|906-292-9714
MI048|FELDMAN HYUNDAI OF NEW HUDSON||CE6|CE|CE6|CE6|JAY S FELDMAN|30492 LYON CENTER DRIVE EAST||NEW HUDSON|MI|48165|30492 LYON CENTER DRIVE EAST||NEW HUDSON|MI|48165|248-486-1901|248-264-5160|7|JAY FELDMAN|2017-08-09 14:05:42|2016-08-09 17:47:52.247000000|www.feldmanhyundai.com|cquinn@feldmanauto.com|1|0|42.516086578369141|-83.609024047851562|COBALT|https://consumer.xtime.com/scheduling/?webKey=hmami048|1|0|MI704     |1|4.6788756999999999|1072|https://www.surecritic.com/reviews/feldman-hyundai-of-new-hudson|https://consumer.xtime.com/xwssso/consumerlogin/?company=2421&companyCode=MI048&VARIANT=HYUNDAI|True|2020-09-12||www.feldmanhyundai.com/searchnew.aspx||1|1|1||248-782-5005|248-782-5010|www.feldmanhyundai.com/serviceappmt.aspx|www.feldmanhyundai.com/testdrive.aspx||DealerOn|1|feldmanhyundai|RST|N|nolock|1|0|248-970-9073|248-675-8692
MI053|BETTEN BAKER HYUNDAI||CE8|CE|CE8|CE8|BRYAN  BETTEN|2477 HENRY STREET||MUSKEGON|MI|49441|2477 HENRY STREET||MUSKEGON|MI|49441|231-759-5900|231-759-5901|40|BRYAN BETTEN|2016-04-02 11:48:29|2016-08-09 17:47:52.247000000|www.bettenbakerhyundai.com|jholstine@bettenhonda.com|0|0|43.207759857177734|-86.264228820800781|COBALT||0|0||4|4.7958603000000002|933|https://www.surecritic.com/reviews/betten-baker-hyundai||True|2020-01-02||www.bettenbakerhyundai.com//new-vehicles/||0|1|1||231-666-7220|231-666-7150|www.bettenbakerhyundai.com/service/|www.bettenbakerhyundai.com/hyundai-test-drive/|surecritic.com/reviews/betten-baker-hyundai|Dealer Inspire|||DDC|||0|0|231-725-6371|231-599-5804
MI056|ELDER HYUNDAI||CE6|CE|CE6|CE6|ROBERT ELDER|19077 HALL ROAD||MACOMB|MI|48044|19077 HALL ROAD||MACOMB|MI|48044|586-408-2030|586-203-2516|7|PHILIP ELDER|2024-08-20 02:30:27.150000000|2017-10-16 16:29:45.427000000|www.elderhyundai.com||1|0|42.629428863525391|-82.931922912597656|COBALT|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=MI056&externalsource=email&theme=hyundai|0|0|MI705     |2|4.8320122999999997|661|https://www.surecritic.com/reviews/elder-hyundai|https://api.connectcdk.com/api/nc-cdk-service-dealer/v1/?externaldealercode=MI056&externalsource=email&theme=hyundai|True|2020-01-02||www.elderhyundai.com/new-inventory/index.htm||1|1|1||586-690-4446|586-690-4169|www.elderhyundai.com/schedule-service.html|www.elderhyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/elder-hyundai|Dealer.com|1|elderhyundai|RST|N|nolock|1|0|586-315-6289|586-800-2553
MI057|SIGNATURE HYUNDAI||CE8|CE|CE8|CE8|WILLIAM REILLY|680 E. NAPIER AVENUE||BENTON HARBOR|MI|49022|680 E. NAPIER AVENUE||BENTON HARBOR|MI|49022|269-926-0031|269-926-4836|531|WILLIAM CROWDER|2018-02-14 06:32:45|2018-01-29 11:27:23.743000000|www.signaturehyundai.com|randyl@signaturedealergroup.com|0|0|42.086311340332031|-86.442375183105469|COBALT||0|0||4|4.7205189000000001|725|https://www.surecritic.com/reviews/signature-hyundai||True|2020-01-02||www.signaturehyundai.com/new-inventory/index.htm||1|1|1||269-605-0201|269-605-0209|www.signaturehyundai.com/schedule-service.htm|www.signaturehyundai.com/hyundai-test-drive.htm|surecritic.com/reviews/signature-hyundai|Dealer.com|||DDC|||0|0|269-231-8677|269-883-8260
